Company Name,Sum of Funding Amt (USD millions),Homepage,domain,legalName,tags,description,foundedYear,category.subIndustry,category.industry,metrics.employees,metrics.employeesRange,metrics.estimatedAnnualRevenue,metrics.raised,linkedin.handle,twitter.handle,crunchbase.handle,logo,Location,Key AI features,Notable use cases
Corti,60,https://www.corti.ai,corti.ai,Corti ApS,"['Artificial Intelligence (AI)', 'Computer', 'Machine Learning', 'Software', 'Speech Recognition', 'B2B']","Corti offers healthcare practitioners a voice-based AI platform for analyzing patient interviews, helping them to make decisions faster, and more accurately during a medical consultation. Healthcare organizations use Corti to optimize their patient interview processes in order to save time, reduce costs, and improve patient quality of care.",2016,Software,Software & Computer Services,126,51-200,,93298417,company/corti,corti_ai,organization/corti,http://logo.bigpicture.io/logo/corti.ai,"København K, Capital Region, Denmark",Real-time decision support; Automated documentation and coding; Predictive capabilities trained on millions of consultations; Quality assurance through call analysis; AI-driven triaging and patient routing,Health advice lines; Public safety operations; Ambulatory clinics; Improved triaging for emergency services; Enhanced patient consultations in hospitals; AI support in maternal care at major hospitals
Genspark,60,https://www.genspark.ai,genspark.ai,Mainfunc Inc.,,"GenSpark AI develops generative AI solutions for creative industries, including design and content creation.",2022,Generative AI,Artificial Intelligence,501,11-50,,,company/genspark-ai,,organization/genspark-ai,,"Los Angeles, California, United States",built-in AI copilot; freely chat; ask questions,creating Sparkpages; enhancing user interaction on webpages; supporting users with instant assistance
BigID,60,https://bigid.com,bigid.com,"BigID, Inc.","['Artificial Intelligence (AI)', 'Big Data', 'Cyber Security', 'Risk Management', 'Software', 'B2B', 'B2G', 'Web Hosting']","BigID is a leader in data security, privacy, compliance, and governance: enabling organizations to proactively discover, manage, protect, and get more value from their data in a single platform for data visibility and control. Customers use BigID to reduce their data risk, automate security and privacy controls, achieve compliance, and understand their data across their entire data landscape: including multicloud, hybrid cloud, IaaS, PaaS, SaaS, and on-prem data sources",2016,,Software & Computer Services,751,501-1K,,306099999,company/bigid,bigidsecure,organization/bigid,http://logo.bigpicture.io/logo/bigid.com,"New York, United States of America",industry-leading data discovery & classification; AI-driven data security; data-driven automation for privacy compliance; advanced machine learning including customizable NLP classifiers and graph technology; cloud-native deployment; automated data visibility and control; AI vector database scanning solution,accelerate data security for AI; manage data privacy for regulatory compliance; drive GenAI adoption through data usage audits; reduce insider risk and manage insider threats; automate privacy operations for compliance; facilitate cloud migrations with data security controls; validate data for M&A and regulatory audits; minimize data footprint and reduce operational costs
Napier AI,57.1,https://www.napier.ai,napier.ai,Napier Technologies Limited,"['Artificial Intelligence (AI)', 'Compliance', 'Financial Services', 'Machine Learning', 'Risk Management', 'Software', 'B2B', 'B2G']","We are compliance technology specialists. Our platform is founded on broad experience and deep expertise; and our products increase efficiency and minimise risk by successfully combining big data technologies with AI and machine learning. It all adds up to the world’s first truly intelligent compliance platform. But tech is only half the story. Our intelligent approach is applied to underpin your policy, process and procedure, so you can focus on specific outcomes. The Napier platform is fast, scalable and easily configurable, as well as user-friendly. It rapidly strengthens your AML defences and trade compliance capabilities, while meeting your company’s compliance obligations and challenges in any sector.",2015,Software,Software & Computer Services,351,201-500,$10M-$50M,56871822,company/napier,napier_ai,organization/napier-ai,http://logo.bigpicture.io/logo/napier.ai,"London, United Kingdom",AI-enhanced insights; Machine learning for automatic pattern identification; Real-time data analysis; Advanced analytics for risk assessment; Dynamic rule iteration and testing; Reduction of false positives and negatives,Optimizing sanctions operations for Banco do Brasil; Enhancing compliance and risk mitigation for financial organizations; Rapid deployment and integration for financial institutions like Starling Bank; Improving operational efficiency by automating reporting and workflow; Supporting daily screening workflows for effective financial crime management
ThetaRay,57,https://www.thetaray.com,thetaray.com,ThetaRay Ltd.,"['Finance', 'FinTech', 'Payments', 'B2B']","ThetaRay is a pioneer in the field of AI-powered Anti-Money Laundering (AML) transaction monitoring and screening, delivering solutions to fintechs, banks, and regulatory bodies across the globe. ThetaRay’s technology enhances trust in both cross-border and domestic financial transactions, enabling compliant business growth. In turn, customers can confidently expand their business and deliver innovative products to cohorts and jurisdictions previously considered high-risk. ThetaRay’s patented algorithms rapidly and accurately pinpoint potential anomalies and suspicious activities. Its AI/ML-driven AML solution adopts a risk-based approach. This distinguishes ThetaRay from legacy solutions in the financial services sector, delivering an over 50% reduction in investigation time and boasting a 99% accuracy rate in minimizing false positives. Customers experience enhanced efficiency, effectiveness, and comprehensive risk coverage, which is especially crucial in the current fast-evolving regulatory and digital banking landscape. ThetaRay's Key Features and Benefits: At ThetaRay, we offer various key features and benefits: our advanced AI-driven solutions for AML transaction monitoring and screening significantly enhance the integrity and trust in financial transactions, both domestically and globally. Our patented algorithms enable rapid, precise anomaly detection, fostering business growth and expansion in challenging markets. We deliver remarkable efficiency, reducing investigation times by over 50% and false positives by 90% while ensuring comprehensive risk coverage and compliance with global regulations. Our innovative data analysis and risk-based approach enhance investigation efficacy, providing robust, scalable security essential in today's fast-evolving financial landscape. ***Click to learn more about our products>>>https://bit.ly/3FxItsF",2013,Software,Software & Computer Services,351,201-500,,169500000,company/thetaray,ThetaRayTeam,organization/thetaray,http://logo.bigpicture.io/logo/thetaray.com,Hod Hasharon Israel,AI-powered transaction monitoring; Unsupervised machine learning for threat detection; Proprietary algorithms for anomaly detection; Reduces false positives by up to 99%; Multi-layered solution including unsupervised and semi-supervised learning; Real-time analytics on complex data sets; Fast deployment with value realization in weeks,Monitoring cross-border payments for financial crime; Compliance with anti-money laundering (AML) regulations; Risk assessment for fintechs and banks; Detecting hidden money laundering activities; Real-time remittance processing for migrant workers; Enhancing partnerships in high-risk markets
Essential AI,56.5,https://essential.ai,essential.ai,"Essential AI Labs, Inc.","['Artificial Intelligence (AI)', 'Information Technology', 'Software', 'B2B']","Essential AI’s mission is to deepen the partnership between humans and computers, unlocking collaborative capabilities that far exceed what could be achieved today.",2023,Software,Software & Computer Services,31,11-50,$0-$1M,64500000,company/essentialai,,organization/essential-ai,http://logo.bigpicture.io/logo/essential.ai,"San Francisco, California, United States of America",Full-stack AI products; Quick learning AI for productivity; Large Language Models (LLMs); User feedback integration; Automated workflows,Making data analysts 10X faster; Empowering business users to be independent data-driven decision makers; Identifying risks in supply chains; Suggesting improvements in supply chain management; Scaling organizational impact through critical skills development
Pika Labs,55,https://pika.art,pika.art,"Mellis, Inc.","['Artificial Intelligence (AI)', 'Generative AI', 'Graphic Design', 'Video', 'B2C']",An idea-to-video platform that brings your creativity to motion.,2023,Internet,Software & Computer Services,32,11-50,$0-$1M,135000000,company/pika-labs,pika_labs,organization/pika-2a05,http://logo.bigpicture.io/logo/pika.art,"Palo Alto, California, United States of America",Text-to-video; Image-to-video; Video-to-video; Modify Region; Lip Sync; Sound Effects; Expand Canvas; Extend Video Length,Create dynamic videos from text descriptions; Transform still images into animated scenes; Modify existing videos with new elements or styles; Interactive modifications based on user inputs; Voice integration for animated characters; Automatic sound generation based on video content; Expanding the creative context beyond standard video frames; Extending video runtime to continue storytelling
Ibex Medical Analytics,55,https://ibex-ai.com,ibex-ai.com,Ibex Medical Analytics Ltd.,"['Analytics', 'Artificial Intelligence (AI)', 'Health Diagnostics', 'Machine Learning', 'B2B']","Ibex Medical Analytics pioneers AI-based cancer diagnostics in pathology. Pathologists are challenged to provide accurate and timely cancer diagnoses as their workloads keep increasing due to a rise in cancer prevalence and advances in personalized medicine that result in growing diagnostic complexity. We use artificial intelligence (AI) to develop clinical-grade algorithms and digital workflows that detect cancer as accurately as a human pathologist. Our Galen™ platform demonstrated outstanding outcomes in clinical studies and helps pathologists and providers eliminate diagnostic errors, implement real-time quality control, reduce diagnosis time and boost productivity. Deployed worldwide, Galen is the first-ever AI-powered cancer diagnostics platform used in routine clinical practice in pathology labs, with demonstrated success in improving the quality and efficiency of cancer diagnosis. We are a multidisciplinary team of entrepreneurs, data scientists, software engineers and medical experts, working together to realize our vision: transform cancer diagnosis with AI and improve patient care. If you are an outstanding professional constantly looking for challenges, passionate about your work, a team player and want to make real impact – we want to hear from you.",2016,Health Care Providers,Health Care Equipment & Services,126,51-200,,118455493,company/ibexmedicalanalytics,IbexMedAx,organization/ibex-medical-analytics,http://logo.bigpicture.io/logo/ibex-ai.com,"Tel Aviv-Yafo Tel Aviv, Israel",AI-powered diagnostic solutions; Detection of cancer and over a hundred other diagnostic features; Clinically-proven accuracy; Enhanced efficiency; User experience improvements; Deep learning technologies for AI algorithms,"AI-assisted cancer diagnosis; Insights on types of invasive carcinomas; Nuclear grading of in situ carcinomas; Quality control for detecting small foci of cancer; Aiding pathologists in diagnosing prostatic cores; Gleason grading, tumor sizing, and detection of perineural invasion in prostate cancer"
Forta,55,https://forta.org,forta.org,Forta Foundation,"['Blockchain', 'Cryptocurrency', 'Smart Contracts', 'B2C', 'B2B']","Real-time detection network for security & operational monitoring of blockchain activity secured by FORT token. Billions of dollars in Web3 monitored by Forta. Forta was incubated by OpenZeppelin, the leader in blockchain security since 2015.",2021,,Software & Computer Services,31,11-50,$1M-$10M,23000000,company/fortafoundation,fortaprotocol,organization/forta-protocol,http://logo.bigpicture.io/logo/forta.org,"Walnut, California, United States of America",AI-powered threat detection; Machine learning for detecting hacks; Heuristics for identifying malicious activity; Anomaly detection; Supervised classification; Graph neural networks; Time-series anomaly detection,Scam Detector for Web3 wallets to screen pre-signed transactions; Security and compliance teams using Scam Detector for threat updates; DeFi using Attack Detector to catch potential exploits; Asset Managers receiving real-time alerts on threats
Hippocratic AI,53,https://www.hippocraticai.com,hippocraticai.com,Hippocratic AI Inc.,"['Artificial Intelligence (AI)', 'Generative AI', 'Health Care', 'Information Technology', 'B2C']","Hippocratic AI’s mission is to develop the first safest focused Large Language Model (LLM) for healthcare. The company believes that a safe LLM can dramatically improve healthcare accessibility and health outcomes in the world by bringing deep healthcare expertise to every human. No other technology has the potential to have this level of global impact on health. The company was co-founded by CEO Munjal Shah, alongside a group of physicians, hospital administrators, healthcare professionals, and artificial intelligence researchers from El Camino Health, Johns Hopkins, Washington University in St. Louis, Stanford, Google, and Nvidia. Hippocratic AI has received a total of $120M in funding and is backed by leading investors, including General Catalyst, Andreessen Horowitz, Premji Invest, and SV Angel.",2023,Health Care Providers,Health Care Equipment & Services,69,51-200,,118000000,company/hippocratic-ai-health,hippocraticai,organization/hippocratic-ai,http://logo.bigpicture.io/logo/hippocraticai.com,"Palo Alto, California, United States of America","Generative AI designed specifically for healthcare applications; Empathy inference capabilities; Real-time, conversational AI agents",Providing safe and empathetic communication in healthcare settings; Assisting healthcare providers with patient interaction; Handling patient inquiries and support through AI-generated responses
A121 Labs,53,https://www.ai21.com,ai21.com,AI21 Labs Ltd.,"['Artificial Intelligence (AI)', 'Generative AI', 'Machine Learning', 'Software', 'B2B']","AI21 builds market-leading models for the enterprise. Our Foundation Model, Jamba, is a breakthrough SSM-Transformer model that is the first production-grade Mamba-based model delivering best-in-class quality and performance. AI21’s Task-Specific Models are smaller, specialized models purpose-built to solve key enterprise challenges. Our Contextual Answers and Summarization TSMs offer unprecedented efficiency and cost-savings on core enterprise use cases.",2017,Software,Software & Computer Services,351,201-500,,326500000,company/ai21,AI21Labs,organization/ai21,http://logo.bigpicture.io/logo/ai21.com,"Tel-Aviv Tel-Aviv District 6343102, Israel","Generative AI models; Foundation Models; Task-Specific Models; Built-in Retrieval-Augmented Generation (RAG) engine; Conversational AI capabilities; Enterprise-grade security; Flexible deployment options (SaaS, Private, APIs)",Enhancing enterprise workflows with accurate and reliable AI; Providing cited answers grounded on scholarly content; Creating 24/7 availability with contextual information for fintech innovation; Maximizing business benefits through defined AI use-cases; Interactive customer and employee interactions using proprietary data
Stability AI,50,https://stability.ai,stability.ai,Stability AI Ltd.,"['Artificial Intelligence (AI)', 'Generative AI', 'Image Recognition', 'Information Technology', 'Software', 'B2G', 'B2B']",Stability AI is building open AI tools that will let us reach our potential. Designing and implementing solutions using collective intelligence and augmented technology. For press enquiries please contact press@stability.ai. For support enquiries please contact support@stability.ai. For marketing enquiries please contact marketing@stability.ai For partnership enquiries please contact partnerships@stability.ai.,2019,Business Support Services,Support Services,126,51-200,$10M-$50M,256000000,company/stability-ai,stabilityai,organization/stability-ai,http://logo.bigpicture.io/logo/stability.ai,"London, England, United Kingdom",text-to-image generation; video generation from images; high-quality music and sound effects generation; language model with open access; photorealism in generated images; complex prompt processing,creating high-quality visual content; developing animated video content; generating music and sound design for creative projects; natural language understanding and generation for applications
Dtex Systems,50,https://www.dtexsystems.com,dtexsystems.com,Dtex Systems Inc.,"['Business Intelligence', 'Cyber Security', 'Predictive Analytics', 'Risk Management', 'Security', 'Software', 'B2B']","As the global leader for insider risk management, DTEX empowers organizations to prevent data loss and support a trusted workforce by stopping insider risks from becoming insider threats. Its InTERCEPT™ platform consolidates the essential elements of DLP, UBA and UAM in a single light-weight platform to detect and mitigate insider risks well before data loss occurs. Combining AI/ML with behavioral indicators, DTEX enables proactive insider risk management at scale without sacrificing employee privacy or network performance. Whether you are just starting to build your insider threat program or want to learn more about how to integrate DTEX into your current tech stack, such as Microsoft E5, CrowdStrike, or Splunk, we're here to help. Our platform is scalable, easy to use, and provides the visibility you need for a remote working world. Request a demo with us today so we can show you exactly how DTEX InTERCEPT can help you manage internal risk: https://www.dtexsystems.com/request-a-demo/.",2002,Software,Software & Computer Services,126,51-200,$10M-$50M,122534904,company/dtex-systems,DtexSystems,organization/dtex-systems,http://logo.bigpicture.io/logo/dtexsystems.com,"Saratoga, California, United States of America",AI-driven platform for insider risk management; Behavior-based context with noise-free telemetry; Context-based risk scoring; AI-guided insider investigations; Early warning indicators of intent before data breaches,Detecting and preventing credential misuse; Mitigating AI misuse and abuse; Managing risks associated with employee transitions (leavers and joiners); Supporting compliance with insider risk requirements; Strengthening insider risk capability maturity through investigations
AiDash,50,https://www.aidash.com,aidash.com,AiDash Inc,"['B2B', 'Artificial Intelligence (AI)', 'SaaS', 'Satellite Communication', 'B2G']","AiDash is making critical infrastructure industries climate-resilient and sustainable with satellites and AI. Using our full-stack SaaS solutions, customers in electric, gas, and water utilities, transportation, and construction are transforming asset inspection and maintenance - and complying with biodiversity net gain mandates and carbon capture goals. Our customers deliver ROI in their first year of deployment with reduced costs, improved reliability, and achieved sustainability goals. Learn more at www.aidash.com.",2019,Software,Software & Computer Services,351,201-500,,91500000,company/aidash,aidashinc,organization/aidash,http://logo.bigpicture.io/logo/aidash.com,"San Jose, California, United States of America",Intelligent Vegetation Management System (IVMS); Biodiversity Net Gain Management System (BNGAI); Integrity and Encroachment Management System (IEMS); Climate Risk Intelligence System (CRIS); Satellite-based asset management,Climate-resilient infrastructure management; Risk-based utility vegetation management; Pipelines and right-of-way (ROW) surveying; Biodiversity and carbon program management; Managing climate risks such as storms and wildfires
Krutrim,50,https://chat.olakrutrim.com,olakrutrim.com,Krutrim SI Designs Private Limited,"['Artificial Intelligence (AI)', 'Cloud Data Services', 'Cloud Infrastructure']","Building AI computing for the future. Krutrim, a part of the Ola group, is working on creating the AI computing stack of the future. We endeavor to deliver a state-of-the-art AI computing stack that encompasses the AI computing infrastructure, AI Cloud, foundational models, and AI-powered end applications for the Indian market. Our envisioned AI computing stack can empower consumers, startups, enterprises and scientists across India and the world to build their end AI applications or AI models. While we are building foundational models across text, voice, and vision relevant to our focus markets, we are also developing AI training and inference platforms that enable AI research and development across industry domains. The platforms being built by Krutrim have the potential to impact millions of lives in India, across income and education strata, and across languages. The team at Krutrim represents a convergence of talent across AI research, Applied AI, Cloud Engineering, and semiconductor design. Our teams operate from three locations: Bangalore, Singapore & San Francisco.",2023,Business Support Services,Support Services,285,201-500,$1B-$10B,74000000,company/krutrim,krutrim,organization/krutrim-si-designs,http://logo.bigpicture.io/logo/olakrutrim.com,"Bangalore, Karnataka, India",,
Covera Health,50,https://www.coverahealth.com,coverahealth.com,"Covera Health, Inc.","['Artificial Intelligence (AI)', 'Employee Benefits', 'Health Care', 'InsurTech', 'B2C']","At Covera, we’re committed to ensuring high-quality healthcare is more than just a promise. That’s why we’re leading the way in the emerging science of quality, and connecting providers and payers in their shared quest to improve patient outcomes and care quality. By tackling this challenge, we have the ability to impact millions of lives by raising the standard of care nationwide. Our initial focus is radiology, where an early and accurate diagnosis has a profound impact on the rest of a patient’s care journey. Through our work, which uses clinically-validated science-based tools, we’re helping doctors enhance their care, ensuring patients get the right diagnosis, and enabling the healthcare system to support quality improvement at scale. Through our clinical intelligence platform, we have launched programs that help people access the most effective care and provide doctors with AI-powered quality insights and tools to enhance their care. Today, Covera is partnered with leading employers, payers and healthcare organizations across the US, including Walmart and Microsoft. And, with a pipeline representing over 25% of insured Americans, we are in the early stages of improving care quality for all patients across the globe. In August 2021, we raised a $25M Series C financing round with Insight Partners, a leading global venture capital and private equity firm investing in high-growth companies driving transformative change in their industries.",2017,Health Care Providers,Health Care Equipment & Services,126,51-200,,84880250,company/covera-health,coverahealth,organization/covera-health,http://logo.bigpicture.io/logo/coverahealth.com,"New York, United States of America",AI-powered clinical insights; End-to-end delivery of quality insights; Integrated with healthcare ecosystem,Improving patient outcomes through accurate diagnosis; Quality assessment of imaging services in radiology; Cost savings through designated high-quality care facilities
Legion Technologies,50,https://legion.co,legion.co,"Legion Technologies, Inc.","['B2B', 'Analytics', 'Human Resources', 'Productivity Tools', 'SaaS', 'B2G']","Legion Technologies delivers the industry’s most innovative workforce management platform. It enables businesses to maximize labor efficiency and employee engagement simultaneously. The Legion WFM platform is intelligent, automated, and employee-centric. It’s proven to deliver 13x ROI through schedule optimization, reduced attrition, increased productivity, and increased operational efficiency. Legion delivers cutting-edge technology in an easy-to-use platform and mobile app that employees love. Backed by Norwest Venture Partners, Stripes, First Round Capital, XYZ Ventures, Webb Investment Network, Workday Ventures, and NTT DOCOMO Ventures, Legion is recognized as one of the fastest-growing private companies in America according to the 2022 Inc. 5000 and the Deloitte 500 rankings. For more information, visit https://legion.co.",2016,Software,Software & Computer Services,126,51-200,,135500000,company/legionco,legiontech,organization/legion,http://logo.bigpicture.io/logo/legion.co,"Palo Alto, California, United States of America",Automated granular demand forecasting; Automated scheduling optimization; AI-powered labor budgeting; Intelligent time and attendance management,Optimize Labor Costs; Automate Workforce Sharing; Minimize Compliance Risk
Canary Technologies,50,https://www.canarytechnologies.com,canarytechnologies.com,Canary Technologies Corp.,"['B2B', 'Enterprise Software', 'Hospitality', 'Hotel', 'Productivity Tools']","Canary Technologies is a leader in hospitality software solutions, and is trusted by thousands of hotels worldwide. Canary's suite of solutions secure guest data, and enhance the guest experience. Canary's solutions include industry-leading Contactless Mobile Check-in, Digital Authorizations, Digital Contracts, and Digital Amenity Ordering. Canary's solutions help ensure PCI compliance and reduce chargebacks/fraud by up to 90%. Our team includes former hoteliers who understand the nuances of what goes on behind the scenes at the property and truly recognize the needs of hoteliers. Canary's solutions are trusted by tens of thousands of hoteliers worldwide.",2017,Hotels,Travel & Leisure,126,51-200,,97000000,company/canarytech,Canary_Tech,organization/canary-technologies,http://logo.bigpicture.io/logo/canarytechnologies.com,"San Francisco, California, United States of America",Digital Guest Journey Platform,Improving guest experiences at hotels; Streamlining hotel operations; Enhancing customer engagement; Collecting and analyzing guest feedback
Unlearn,50,https://www.unlearn.ai,unlearn.ai,"Unlearn.AI, Inc.","['Artificial Intelligence (AI)', 'Bioinformatics', 'Clinical Trials', 'Life Science', 'B2C', 'B2B']",Advancing artificial intelligence to eliminate trial and error in medicine.,2017,Business Support Services,Support Services,126,51-200,$10M-$50M,134850000,company/unlearn-ai,UnlearnAI,organization/unlearn-ai,http://logo.bigpicture.io/logo/unlearn.ai,"San Francisco, California, United States of America",Generative models trained on extensive patient-level data; Creation of digital twins for individual patients; Calculation of prognostic scores using digital twins; Highly powered randomized clinical trials (TwinRCTs) with smaller control groups,Shortening time to enrollment in late stage clinical trials; Improving decision-making in early stage clinical trials; Attracting more study participants due to increased chances of receiving experimental treatment; Enhancing power of analysis by adjusting for prognostic scores in clinical trials
Taalas,50,https://taalas.com,taalas.com,Taalas Inc.,"['Artificial Intelligence (AI)', 'GPU', 'Semiconductor', 'B2B']",Infusing intelligence into silicon. ,2023,Semiconductors,Technology Hardware & Equipment,12,11-50,$1M-$10M,36789052,company/taalas,taalas_inc,organization/taalas,http://logo.bigpicture.io/logo/taalas.com,"Toronto, Ontario, Canada",Custom silicon for AI models; Hardcore Models that are 1000x more efficient than software counterparts; Fine-tuning support for Hardcore Models; Human languages as software for apps; Native hardware embodiment of AI models,Turning any AI model into custom silicon for efficiency; Developing hardware optimized for specific AI applications; Enhancing AI model performance through fine-tuning in native hardware
AssemblyAI,50,https://www.assemblyai.com,assemblyai.com,"AssemblyAI, Inc.","['Artificial Intelligence (AI)', 'Developer APIs', 'Generative AI', 'Information Technology', 'Speech Recognition', 'B2C']","AssemblyAI is a Speech AI company focused on building new state-of-the-art AI models that can transcribe and understand human speech. Our customers, such as CallRail, Fireflies, and Spotify, choose AssemblyAI to build incredible new AI-powered experiences and products based on voice data. AssemblyAI models and frameworks include: - AI Speech-to-Text - Audio Intelligence, including Summarization, Sentiment Analysis, Topic Detection, Content Moderation, PII Redaction, and more - LeMUR, a framework for applying powerful LLMs to transcribed speech, where you can ask sophisticated questions, pull action items and recaps from your transcription, and more To see AssemblyAI in action, choose your favorite audio or video file and upload it into our no-code playground: https://www.assemblyai.com/playground. Also, check out our customer stories and blog: https://www.assemblyai.com/blog.",2017,Software,Software & Computer Services,126,51-200,,158120000,company/assemblyai,AssemblyAI,organization/assemblyai,http://logo.bigpicture.io/logo/assemblyai.com,"San Francisco, California, United States of America",speech-to-text transcription; speaker detection; sentiment analysis; chapter detection; PII redaction; multilingual support,transcribing calls; transcribing virtual meetings; transcribing podcasts; building innovative AI products with voice data
Twelve Labs,50,https://www.twelvelabs.io,twelvelabs.io,Twelve Labs Inc.,"['Generative AI', 'Information Technology', 'Software', 'Video', 'B2C']","Helping developers build programs that can see, hear, and understand the world as we do by giving them the world's most powerful video-understanding infrastructure.",2021,Software,Software & Computer Services,69,51-200,$10M-$50M,77120000,company/twelvelabs,twelve_labs,organization/twelve-labs-62b5,http://logo.bigpicture.io/logo/twelvelabs.io,"San Francisco, California, United States of America",Multimodal AI for human-like video understanding; Natural language scene search within video libraries; Text generation about video content via prompting; Automatic classification of video content; State-of-the-art video foundation models that produce rich video embeddings; Image and video content analysis; Fine-tuning models with user data; Enterprise-grade security and privacy,Finding specific moments in large video libraries for content packaging; Generating insightful summaries and highlights from videos; Categorizing videos using automated classifiers; Powering intelligent video applications across different platforms; Integrating with existing tools for enhanced video datasets; Deep analysis of video content for deriving insights; User interaction through natural language for video queries
HiddenLayer,50,https://hiddenlayer.com,hiddenlayer.com,"HiddenLayer, Inc.","['Cyber Security', 'Machine Learning', 'Security', 'B2B']","HiddenLayer is the leading provider of Security for AI. Its security platform helps enterprises safeguard the machine learning models behind their most important products. HiddenLayer is the only company to offer turnkey security for AI that does not add unnecessary complexity to models and does not require access to raw data and algorithms. Founded by a team with deep roots in security and ML, HiddenLayer aims to protect enterprise’s AI from inference, bypass, extraction attacks, and model theft. The company is backed by a group of strategic investors, including M12, Microsoft’s Venture Fund, Moore Strategic Ventures, Booz Allen Ventures, IBM Ventures, and Capital One Ventures.",2022,,Software & Computer Services,126,51-200,$10M-$50M,56249922,company/hiddenlayersec,hiddenlayersec,organization/hiddenlayer,http://logo.bigpicture.io/logo/hiddenlayer.com,"Austin, Texas, United States of America",AI Detection & Response for suspicious activity; Model Scanner for security scanning and discovery; Automated Reporting for AI security validation; Drop-in software for real-time model health monitoring; Use of MITRE ATLAS framework for adversarial threat detection,Preventing adversarial attacks on AI models; Protecting proprietary AI algorithms from reverse-engineering; Securing AI algorithms against inference and poisoning attacks; Safeguarding sensitive training data from exposure; Automating security reporting for enterprise AI models
